주민등록번호,이름,세대주관계,세대원1,세대원1관계,세대원2,세대원2관계,세대원3,세대원3관계
780112-5076475,한도진,본인,임정진,배우자,,,,
620304-8278319,강지민,본인,오준율,배우자,정예우,자녀,,
610521-8157026,송서연,본인,윤준호,배우자,최지빈,자녀,,
751203-0130461,이하윤,본인,,,,,,
610907-9226164,윤준윤,본인,임민진,배우자,,,,
740620-1918324,이예수,본인,박서율,배우자,,,,
790111-3702033,강도영,본인,,,,,,
901013-6945550,한서아,본인,오정율,배우자,박민윤,자녀,윤현영,자녀
701119-7752419,강하현,본인,장준혁,배우자,이현빈,자녀,,
920724-8557004,강영현,본인,,,,,,
680224-7983377,이준빈,본인,이서수,배우자,박정혁,자녀,,
901015-5182044,이서현,본인,,,,,,
710326-3936621,박하우,본인,,,,,,
860610-8920463,최현진,본인,조지혁,배우자,오도호,자녀,,
730718-5012255,송민수,본인,박지우,배우자,이도진,자녀,,
860809-3082524,김민현,본인,임하호,배우자,최서연,자녀,장하호,자녀
730623-5680411,한도진,본인,김도영,배우자,,,,
730401-6636263,임예빈,본인,,,,,,
640220-0882554,정도민,본인,장하연,배우자,김도수,자녀,,
830926-2214438,강태진,본인,조도율,배우자,박정우,자녀,윤서호,자녀
541227-5015542,정하우,본인,,,,,,
730522-0832963,송영민,본인,오현우,배우자,최준혁,자녀,,
660710-7867077,송태빈,본인,장예진,배우자,윤도우,자녀,,
980711-9851949,임영수,본인,,,,,,
570711-8611261,김영연,본인,최지우,배우자,윤예호,자녀,정예진,자녀
690704-1828699,정도우,본인,박예수,배우자,,,,
690414-8199706,임현현,본인,김윤빈,배우자,조지윤,자녀,,
570826-8447765,정현연,본인,조예윤,배우자,오현호,자녀,,
770516-9743970,김준수,본인,임현율,배우자,,,,
701028-6733784,한서빈,본인,이지혁,배우자,윤윤윤,자녀,,
890921-5106028,윤도민,본인,조정수,배우자,,,,
620928-7843606,박예아,본인,오도진,배우자,오준율,자녀,임현빈,자녀
770818-3066047,정태윤,본인,,,,,,
950316-2063683,이예윤,본인,,,,,,
811023-0003557,송예연,본인,임민우,배우자,최서영,자녀,,
621221-9440542,임현영,본인,장정연,배우자,최준영,자녀,조예영,자녀
610427-9551492,박서빈,본인,오현혁,배우자,장하율,자녀,,
991124-8731277,박민우,본인,오정연,배우자,,,,
831210-0218697,정영연,본인,박예율,배우자,윤현연,자녀,임예진,자녀
930612-9222850,강태진,본인,최현혁,배우자,,,,
630702-4324631,정준현,본인,,,,,,
871111-5185269,이영우,본인,박정율,배우자,장준혁,자녀,,
931005-3674330,정민연,본인,오서수,배우자,오민윤,자녀,,
980222-6770384,정현연,본인,임서영,배우자,,,,
730409-1703227,강현아,본인,,,,,,
931125-0967176,이서빈,본인,임예연,배우자,,,,
731228-8638341,최태연,본인,오지영,배우자,,,,
871123-9674189,한영아,본인,이서빈,배우자,김하호,자녀,오준연,자녀
730902-5766409,임서윤,본인,장지윤,배우자,,,,
521128-8784151,강도영,본인,조서호,배우자,장윤영,자녀,,
620514-1214031,강현영,본인,,,,,,
820102-8735276,박태민,본인,김도빈,배우자,최하빈,자녀,,
931208-0017417,이준현,본인,오윤우,배우자,,,,
831109-9164405,송서빈,본인,최정영,배우자,오현빈,자녀,김현빈,자녀
580503-2453641,강도연,본인,박예율,배우자,이준영,자녀,조도진,자녀
791102-6053778,최하현,본인,김정혁,배우자,임지진,자녀,,
880206-7436958,이현연,본인,오도혁,배우자,오예율,자녀,오도연,자녀
810411-7962549,최영우,본인,오윤호,배우자,정하호,자녀,오서율,자녀
860722-4961258,정현아,본인,이준수,배우자,오현율,자녀,조윤우,자녀
780727-6397435,정태현,본인,정준영,배우자,이민윤,자녀,김지율,자녀
760323-0644102,최준민,본인,박지윤,배우자,,,,
590622-9650308,박하우,본인,조정진,배우자,장하영,자녀,,
520419-8588311,한예수,본인,정서혁,배우자,윤정수,자녀,정하영,자녀
530108-2340699,한태빈,본인,,,,,,
671022-0288193,송하현,본인,박현호,배우자,,,,
720415-0640540,정지수,본인,,,,,,
560612-2773454,김서윤,본인,오지영,배우자,윤정영,자녀,,
771024-1309622,정도영,본인,,,,,,
600503-2849635,박지수,본인,,,,,,
650514-6015356,한예영,본인,오민윤,배우자,,,,
871208-6259675,송현연,본인,윤윤빈,배우자,임현우,자녀,,
650123-5300073,한영영,본인,이준빈,배우자,,,,
600328-0861286,박영영,본인,최정호,배우자,박민빈,자녀,,
970924-1176825,윤하아,본인,조준호,배우자,오준연,자녀,장서수,자녀
680516-4246582,한하민,본인,임예연,배우자,이하윤,자녀,오윤영,자녀
800807-1377954,송태진,본인,김도영,배우자,,,,
940128-7022897,윤태진,본인,장준빈,배우자,이서혁,자녀,,
970122-0686504,임현빈,본인,임윤진,배우자,,,,
560713-8485132,김서민,본인,박민율,배우자,임서진,자녀,이예영,자녀
850814-4398334,정예빈,본인,정준우,배우자,조서율,자녀,이민율,자녀
660128-9985120,한태현,본인,이정수,배우자,최예영,자녀,임민빈,자녀
590507-9883945,송지민,본인,조윤빈,배우자,,,,
531107-0298911,강현진,본인,김민호,배우자,,,,
710812-5415683,정서영,본인,,,,,,
540227-6807131,최준현,본인,윤서빈,배우자,,,,
800215-2517113,임도민,본인,조도윤,배우자,,,,
530616-6720686,박태현,본인,조하영,배우자,윤지우,자녀,최지율,자녀
600519-8554210,최도윤,본인,이민수,배우자,오도윤,자녀,,
920520-9030016,최도영,본인,최지우,배우자,,,,
741009-2946013,윤지민,본인,최윤우,배우자,임도호,자녀,,
750118-8170720,한현영,본인,김지수,배우자,,,,
910212-3317922,윤영우,본인,,,,,,
830115-2601136,이지우,본인,정준윤,배우자,김현빈,자녀,박윤영,자녀
820406-2612212,박준영,본인,최하수,배우자,박도빈,자녀,,
980911-2610052,한하진,본인,김도우,배우자,오서우,자녀,정지윤,자녀
941012-3107102,박서민,본인,김하빈,배우자,,,,
941225-6890905,강현윤,본인,오준영,배우자,,,,
580314-8147458,한준우,본인,오서윤,배우자,조하혁,자녀,,
990223-5661300,최예우,본인,최도연,배우자,,,,
651006-7207245,임준윤,본인,,,,,,
811115-5747044,임민수,본인,최민우,배우자,이하우,자녀,,
610701-8322491,강서아,본인,장예율,배우자,,,,
530116-6801749,한현우,본인,조예호,배우자,오도호,자녀,,
750826-3248290,한준빈,본인,박지윤,배우자,,,,
950827-5854852,김현진,본인,,,,,,
880103-2276921,박예영,본인,임하빈,배우자,,,,
960704-8509813,이현우,본인,최윤율,배우자,오윤수,자녀,장서수,자녀
501224-8439471,박준현,본인,정예호,배우자,김서우,자녀,조준율,자녀
880212-8116100,김도아,본인,,,,,,
660219-5287531,김지수,본인,오지빈,배우자,장도율,자녀,,
501209-1246576,한서진,본인,정도진,배우자,정도연,자녀,,
640807-2039949,김도진,본인,최예빈,배우자,,,,
761005-2144264,박태수,본인,이현율,배우자,,,,
600219-6123664,송지빈,본인,이지빈,배우자,,,,
551014-0747782,한민우,본인,최서수,배우자,,,,
830824-0661565,송도연,본인,오준빈,배우자,오현호,자녀,,
561221-5962578,최지수,본인,박현혁,배우자,,,,
910412-3688321,강현연,본인,장준연,배우자,윤현진,자녀,,
880209-7056058,한도빈,본인,,,,,,
710220-6712291,한민영,본인,조도빈,배우자,정윤수,자녀,정하율,자녀
600710-1069012,김지영,본인,정서수,배우자,,,,
680927-3935468,송현빈,본인,,,,,,
960707-4229090,강태수,본인,,,,,,
570609-6854176,박현민,본인,,,,,,
510506-9986591,정현현,본인,,,,,,
910326-5952933,김예영,본인,최도빈,배우자,임하진,자녀,,
540211-1796891,정하민,본인,,,,,,
791108-1914505,송태현,본인,장도혁,배우자,,,,
890725-2974382,이영윤,본인,정준호,배우자,김예율,자녀,박준수,자녀
881011-7615095,정도우,본인,오준윤,배우자,임서율,자녀,,
890503-9147467,임준연,본인,,,,,,
751206-9350726,한준진,본인,,,,,,
630118-8870272,송민진,본인,윤현호,배우자,,,,
560410-4432293,김지빈,본인,윤예우,배우자,,,,
940605-7819616,최민연,본인,,,,,,
950705-9980323,이서영,본인,임준연,배우자,,,,
820309-6319718,임예영,본인,,,,,,
621114-9024826,박도빈,본인,장서호,배우자,,,,
730727-3577184,윤준우,본인,김현진,배우자,임현율,자녀,박준호,자녀
670427-4530120,김도우,본인,오윤우,배우자,윤현호,자녀,박지영,자녀
960514-5766659,김하빈,본인,조예윤,배우자,조민연,자녀,정민수,자녀
601114-1530187,임준연,본인,정예우,배우자,이윤율,자녀,조준진,자녀
850225-2252561,윤예현,본인,김지연,배우자,이하혁,자녀,,
660928-7278907,임태영,본인,이정윤,배우자,오지우,자녀,박현호,자녀
730628-2785565,임하민,본인,정윤연,배우자,윤하빈,자녀,,
870927-1449681,이도윤,본인,최준연,배우자,정민수,자녀,정현우,자녀
820214-7631303,최서민,본인,윤도호,배우자,조윤호,자녀,,
810416-3593833,윤서우,본인,최준윤,배우자,조정율,자녀,,
560623-7552912,강현수,본인,장서윤,배우자,,,,
860810-4595580,최지우,본인,윤서연,배우자,이준윤,자녀,,
700920-2441125,최도우,본인,,,,,,
860605-3048122,윤도영,본인,,,,,,
961117-1670363,박태진,본인,정서호,배우자,최민빈,자녀,오지진,자녀
891015-2812206,윤서현,본인,김윤우,배우자,정예호,자녀,,
691002-0605986,송예현,본인,조예영,배우자,오하윤,자녀,,
880416-4135263,최도연,본인,이서호,배우자,박하호,자녀,,
651104-1926188,한예우,본인,장서수,배우자,김지윤,자녀,김예연,자녀
700902-5880581,한도우,본인,오예수,배우자,임정호,자녀,,
530712-7112041,최서빈,본인,,,,,,
800904-8001465,최예수,본인,이준호,배우자,,,,
770727-4275894,최민진,본인,정민우,배우자,임도우,자녀,윤하수,자녀
780317-8458475,최지수,본인,최민호,배우자,,,,
591224-0871091,정현영,본인,,,,,,
960809-7631056,임예윤,본인,김하혁,배우자,윤하연,자녀,박하진,자녀
980420-0085130,강하윤,본인,,,,,,
800525-3894101,이도윤,본인,장서혁,배우자,,,,
690210-1718351,정태현,본인,윤하진,배우자,,,,
610321-2152931,송민빈,본인,윤서우,배우자,,,,
981206-7339579,최하영,본인,정민진,배우자,,,,
760201-4176824,강준빈,본인,최윤진,배우자,,,,
500708-1808248,한태윤,본인,,,,,,
830419-2519638,이하수,본인,장준영,배우자,조예연,자녀,박서우,자녀
620523-6176107,임준영,본인,,,,,,
550116-2202751,최민아,본인,,,,,,
930821-6758470,정태연,본인,장현진,배우자,,,,
611122-6639205,김현빈,본인,이하혁,배우자,조민호,자녀,,
640601-4010586,이태아,본인,임윤연,배우자,,,,
610908-3650283,한도현,본인,임지연,배우자,윤정윤,자녀,조지빈,자녀
841118-2538287,김태우,본인,,,,,,
500108-8941839,박하아,본인,,,,,,
740503-2295778,강서영,본인,임도윤,배우자,장윤혁,자녀,김서빈,자녀
930812-4604808,최예영,본인,윤도연,배우자,,,,
901112-7319788,한영수,본인,임민진,배우자,김윤호,자녀,,
970402-0590420,강현윤,본인,장정혁,배우자,김하호,자녀,,
860701-0979939,박하우,본인,김정영,배우자,김하율,자녀,조도윤,자녀
690124-8778818,최예우,본인,,,,,,
660721-5286396,최태아,본인,,,,,,
840413-1128405,한현우,본인,오윤수,배우자,윤현윤,자녀,,
590510-3999782,이현현,본인,조준윤,배우자,,,,
610613-1678854,임예민,본인,김윤연,배우자,,,,
921114-9363339,송도수,본인,장지우,배우자,최정수,자녀,박하연,자녀
630915-3552012,김도민,본인,장윤진,배우자,,,,
920209-0600106,최준윤,본인,최준율,배우자,,,,
691028-7347368,한지아,본인,조민연,배우자,윤지호,자녀,,
580718-0187892,한태연,본인,장윤빈,배우자,박하호,자녀,,
661111-1840090,한하현,본인,,,,,,
941220-9833844,김준빈,본인,이윤윤,배우자,정도윤,자녀,임하율,자녀
590510-8733370,임하우,본인,오민진,배우자,,,,
950916-1395129,박영진,본인,,,,,,
940125-7547512,한서연,본인,,,,,,
810316-7616479,이준진,본인,,,,,,
660715-5511890,이서아,본인,장준영,배우자,정하율,자녀,임예혁,자녀
550308-0514753,한하연,본인,오현진,배우자,,,,
741219-9516103,정태연,본인,오서빈,배우자,조지율,자녀,박도빈,자녀
680119-3864100,강하아,본인,정도혁,배우자,조예진,자녀,,
510802-8881632,정민현,본인,,,,,,
551201-4455180,박서민,본인,오민율,배우자,최민율,자녀,,
760503-2922113,강준연,본인,장준빈,배우자,윤도수,자녀,,
880205-8759049,정민우,본인,최도빈,배우자,임현연,자녀,이예율,자녀
861124-2094458,김서빈,본인,이지혁,배우자,최현빈,자녀,오준혁,자녀
620503-8453466,송도진,본인,임현율,배우자,정서빈,자녀,최준율,자녀
550820-5861957,강민빈,본인,,,,,,
550513-0123333,송태민,본인,,,,,,
571119-3814559,강지아,본인,임민연,배우자,,,,
611113-4353295,최태영,본인,박정수,배우자,,,,
750828-0699256,김예현,본인,오준영,배우자,박서우,자녀,김정진,자녀
820620-8341714,한서우,본인,임윤진,배우자,최서수,자녀,오준빈,자녀
881004-4245802,정준현,본인,윤윤수,배우자,,,,
661108-1500303,송하민,본인,,,,,,
590415-6282765,한영영,본인,최도우,배우자,김하우,자녀,,
910723-0418213,송서우,본인,김정영,배우자,,,,
960310-8400863,임민수,본인,정민연,배우자,,,,
971114-8483629,한영우,본인,박민수,배우자,,,,
911216-6732203,박준진,본인,오하윤,배우자,오현수,자녀,정지우,자녀
610820-2258088,송하아,본인,,,,,,
641108-4140429,한영수,본인,임준호,배우자,,,,
580913-7081707,이민수,본인,오현혁,배우자,오하호,자녀,,
671021-1438155,최민영,본인,장서진,배우자,이지연,자녀,오준율,자녀
551205-1767700,강민우,본인,임윤우,배우자,이예수,자녀,김정진,자녀
591016-8083342,한하연,본인,,,,,,
530819-7235102,정예윤,본인,정윤영,배우자,,,,
510317-2656139,송지진,본인,임윤연,배우자,정하우,자녀,이도혁,자녀
971226-4825827,강영현,본인,장정호,배우자,이하혁,자녀,정도영,자녀
800626-6570431,한서우,본인,정지호,배우자,,,,
860722-2820161,강태민,본인,,,,,,
550116-3874700,이지연,본인,,,,,,
851228-2424348,최서우,본인,최예혁,배우자,장도우,자녀,최하호,자녀
770716-8754908,강예윤,본인,오서호,배우자,장하혁,자녀,임윤호,자녀
560311-3213939,송서현,본인,윤지우,배우자,김서연,자녀,,
770113-7267611,이지우,본인,조서호,배우자,임민수,자녀,,
680215-7514452,송서현,본인,,,,,,
690114-4484046,한도우,본인,오서연,배우자,조윤윤,자녀,임현연,자녀
670620-2958547,이하진,본인,,,,,,
760502-8606585,이지윤,본인,,,,,,
560822-8158367,정도연,본인,,,,,,
960421-2920011,이도윤,본인,임민연,배우자,,,,
981008-8566024,송하진,본인,,,,,,
720719-8446648,한서민,본인,최준호,배우자,,,,
720201-2711451,강예윤,본인,임도호,배우자,최지수,자녀,임현우,자녀
541013-3782599,윤예수,본인,이준수,배우자,,,,
920914-7315260,임현영,본인,박정진,배우자,,,,
571025-4825227,강도연,본인,조정율,배우자,조예윤,자녀,최정율,자녀
820126-7991211,박지윤,본인,,,,,,
740516-1614658,송예빈,본인,장정혁,배우자,박정영,자녀,,
911019-8572592,최서진,본인,윤예혁,배우자,윤정윤,자녀,,
